"country","code","population_size","world_bank_economies","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","sars_cov_2_binary"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",0.62,0.553,"Does not meet sequencing target"
"Romania","ROU",19238000,"High income",0.64,48.145,"Meets sequencing target"
"Russia","RUS",145934000,"Upper middle income",0.32,24.338,"Does not meet sequencing target"
"Rwanda","RWA",12952000,"Low income",0.27,0.399,"Does not meet sequencing target"
"Saint Helena","SHN",NaN,"No income data",0,0,"Does not meet sequencing target"
"Saint Kitts and Nevis","KNA",53000,"High income",0.48,35.654,"Does not meet sequencing target"
"Saint Lucia","LCA",184000,"Upper middle income",0.63,56.151,"Meets sequencing target"
"Saint Pierre and Miquelon","SPM",NaN,"No income data",0,0,"Does not meet sequencing target"
"Saint Vincent and the Grenadines","VCT",111000,"Upper middle income",0.93,46.172,"Meets sequencing target"
"Samoa","WSM",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"San Marino","SMR",34000,"High income",0,0,"Does not meet sequencing target"
"São Tomé and Príncipe","STP",219000,"Lower middle income",0,0,"Does not meet sequencing target"
"Saudi Arabia","SAU",34814000,"High income",0.16,1.206,"Does not meet sequencing target"
"Senegal","SEN",16744000,"Lower middle income",10.83,8.466,"Does not meet sequencing target"
"Serbia","SRB",8737000,"Upper middle income",0.11,17.813,"Does not meet sequencing target"
"Seychelles","SYC",98000,"High income",1.89,447.099,"Meets sequencing target"
"Sierra Leone","SLE",7977000,"Low income",0,0,"Does not meet sequencing target"
"Singapore","SGP",5850000,"High income",0.81,270.781,"Meets sequencing target"
"Slovakia","SVK",5460000,"High income",2.01,456.582,"Meets sequencing target"
"Slovenia","SVN",2079000,"High income",3.33,1246.932,"Meets sequencing target"
"Solomon Islands","SLB",NaN,"Lower middle income",0.96,32.446,"Meets sequencing target"
"Somalia","SOM",15893000,"Low income",0.08,0.017,"Does not meet sequencing target"
"South Africa","ZAF",59309000,"Upper middle income",2.51,24.046,"Meets sequencing target"
"South Korea","KOR",51269000,"High income",0.25,130.435,"Does not meet sequencing target"
"South Sudan","SSD",11194000,"Low income",0,0,"Does not meet sequencing target"
"Spain","ESP",46755000,"High income",0.97,149.26,"Meets sequencing target"
"Sri Lanka","LKA",21413000,"Lower middle income",1.23,4.736,"Does not meet sequencing target"
"Sudan","SDN",43849000,"Low income",0.78,0.284,"Does not meet sequencing target"
"Suriname","SUR",NaN,"Upper middle income",0.49,22.814,"Does not meet sequencing target"
"Sweden","SWE",10099000,"High income",5.58,693.986,"Meets sequencing target"
"Switzerland","CHE",8655000,"High income",1.5,514.904,"Meets sequencing target"
"Syria","SYR",NaN,"Low income",1.2,0.384,"Does not meet sequencing target"
"Taiwan","TWN",23817000,"High income",0.03,8.982,"Does not meet sequencing target"
"Tajikistan","TJK",9538000,"Low income",0,0,"Does not meet sequencing target"
"Tanzania","TZA",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Thailand","THA",69800000,"Upper middle income",0.63,22.013,"Meets sequencing target"
"The Bahamas","BHS",393000,"High income",0,0,"Does not meet sequencing target"
"The Gambia","GMB",2417000,"Low income",9.98,8.906,"Does not meet sequencing target"
"Togo","TGO",8279000,"Low income",1.96,2.034,"Does not meet sequencing target"
"Tonga","TON",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Trinidad and Tobago","TTO",1399000,"High income",2.19,133.047,"Meets sequencing target"
"Tunisia","TUN",11819000,"Lower middle income",0.06,1.95,"Does not meet sequencing target"
"Turkey","TUR",84339000,"Upper middle income",0.26,22.933,"Does not meet sequencing target"
"Turks and Caicos Islands","TCA",NaN,"High income",0.56,37.178,"Meets sequencing target"
"Tuvalu","TUV",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Uganda","UGA",45741000,"Low income",1.33,0.764,"Does not meet sequencing target"
"Ukraine","UKR",43734000,"Lower middle income",0.03,1.471,"Does not meet sequencing target"
"United Arab Emirates","ARE",9890000,"High income",0,0.011,"Does not meet sequencing target"
"United Kingdom","GBR",67886000,"High income",11.23,1672.137,"Meets sequencing target"
"United States of America","USA",331003000,"High income",4.04,521.163,"Meets sequencing target"
"Uruguay","URY",3474000,"High income",0.01,0.993,"Does not meet sequencing target"
"Uzbekistan","UZB",33469000,"Lower middle income",0.09,0.121,"Does not meet sequencing target"
"Vanuatu","VUT",NaN,"Lower middle income",0.83,30.605,"Meets sequencing target"
"Vatican City","VAT",NaN,"No income data",0,0,"Does not meet sequencing target"
"Venezuela","VEN",28436000,"Upper middle income",0.21,0.756,"Does not meet sequencing target"
"Vietnam","VNM",97339000,"Lower middle income",0.05,4.79,"Does not meet sequencing target"
"Wallis and Futuna","WLF",NaN,"No income data",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
